source_path,source_type,target_path,target_type,relation_type,confidence,current_context,recommendation,reason,risk,suggested_action,responsible_agent,requires_manual_review,status_onda1,reason_onda1,applied_at,backup_path
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,REDUNDANTE,0.95,Base de Conhecimento,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,REDUNDANTE,0.95,Base de Conhecimento,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,00 - Mapas/MOC - Tutoriais StayCloud.md,MOC ou mapa,REDUNDANTE,0.95,Tutoriais StayCloud,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Criar Tutorial StayCloud.md,workflow,REDUNDANTE,0.95,Tutoriais StayCloud,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Revisar Tutorial StayCloud.md,workflow,REDUNDANTE,0.95,Tutoriais StayCloud,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Publicar Tutorial StayCloud.md,workflow,NAVEGAÇÃO,0.82,Tutoriais StayCloud,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,03 - Tutoriais/Checklist SEO Rank Math StayCloud.md,classificação incerta,NAVEGAÇÃO,0.82,Tutoriais StayCloud,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,03 - Tutoriais/Checklist UI UX - Tutorial StayCloud.md,tutorial,NAVEGAÇÃO,0.82,Tutoriais StayCloud,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,03 - Tutoriais/Checklist Final - Revisão antes do WordPress.md,tutorial,NAVEGAÇÃO,0.82,Tutoriais StayCloud,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,03 - Tutoriais/Padrão de Prints StayCloud.md,arquivo de apoio,NAVEGAÇÃO,0.82,Tutoriais StayCloud,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,03 - Tutoriais/Produção em Lote/Painel Novo/Fila de Produção - Painel Novo.md,classificação incerta,NAVEGAÇÃO,0.82,Tutoriais StayCloud,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,03 - Tutoriais/Produção em Lote/Painel Novo/Tutoriais Corretos V2/00 - ÍNDICE DOS TUTORIAIS.md,índice,NAVEGAÇÃO,0.82,Tutoriais StayCloud,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,15 - Cursos e Estudos/SINAPSE T03/README.md,estudo,GENÉRICA,0.55,Estudos e Ferramentas,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,16 - Estudos e Ferramentas/Ruflo/Diagnóstico - Ruflo.md,estudo,GENÉRICA,0.55,Estudos e Ferramentas,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,16 - Estudos e Ferramentas/ECC/Diagnóstico - ECC.md,estudo,REDUNDANTE,0.95,Estudos e Ferramentas,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
04 - Gestão/Daily e Weekly.md,reunião,19 - Reuniões/02 - Reuniões Formatadas/Weeklies/Weekly - Suporte - 2026-08-03 - 16-18.md,reunião,GENÉRICA,0.62,Concluído,sugerir revisão/limpeza,conexão entre áreas/projetos distintos (04 - Gestão -> Reuniões),médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
04 - Gestão/Daily e Weekly.md,reunião,19 - Reuniões/01 - Em Revisão/Weekly - Suporte - 2026-08-03 - 16-18 - Transcrição Revisada.md,reunião,GENÉRICA,0.62,Concluído,sugerir revisão/limpeza,conexão entre áreas/projetos distintos (04 - Gestão -> Reuniões),médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
04 - Gestão/Decisões - Suporte.md,decisão,19 - Reuniões/02 - Reuniões Formatadas/Weeklies/Weekly - Suporte - 2026-08-03 - 16-18.md,reunião,SEMÂNTICA FORTE,0.78,2026-08-03 — Weekly Suporte,manter,decisão vinculada à origem ou ao objeto decidido,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
04 - Gestão/Demandas - Suporte.md,demanda,19 - Reuniões/02 - Reuniões Formatadas/Weeklies/Weekly - Suporte - 2026-08-03 - 16-18.md,reunião,GENÉRICA,0.62,2026-08-03 — Weekly Suporte,sugerir revisão/limpeza,conexão entre áreas/projetos distintos (04 - Gestão -> Reuniões),médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
06 - Relatórios/Auditoria Geral - Tutoriais StayCloud e Conexões do Obsidian - 2026-07-28.md,relatório,17 - Viny Flow/01 - Agentes/Agente Auditor.md,agente,GENÉRICA,0.62,Agentes encontrados,sugerir revisão/limpeza,conexão entre áreas/projetos distintos (StayCloud -> Viny Flow),médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
06 - Relatórios/Auditoria Geral - Tutoriais StayCloud e Conexões do Obsidian - 2026-07-28.md,relatório,17 - Viny Flow/01 - Agentes/Agente Governança do Viny Brain.md,agente,GENÉRICA,0.62,Agentes encontrados,sugerir revisão/limpeza,conexão entre áreas/projetos distintos (StayCloud -> Viny Flow),médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
06 - Relatórios/Auditoria Geral - Tutoriais StayCloud e Conexões do Obsidian - 2026-07-28.md,relatório,17 - Viny Flow/01 - Agentes/Agente Tutorial StayCloud.md,agente,INCERTA,0.45,Agentes encontrados,sugerir revisão/limpeza,sem evidência suficiente no contexto local do link,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
06 - Relatórios/Auditoria Geral - Tutoriais StayCloud e Conexões do Obsidian - 2026-07-28.md,relatório,17 - Viny Flow/01 - Agentes/Agente Visual e Prints.md,agente,GENÉRICA,0.62,Agentes encontrados,sugerir revisão/limpeza,conexão entre áreas/projetos distintos (StayCloud -> Viny Flow),médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
06 - Relatórios/Auditoria Geral - Tutoriais StayCloud e Conexões do Obsidian - 2026-07-28.md,relatório,17 - Viny Flow/01 - Agentes/Agente UI UX Experience.md,agente,GENÉRICA,0.62,Agentes encontrados,sugerir revisão/limpeza,conexão entre áreas/projetos distintos (StayCloud -> Viny Flow),médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
06 - Relatórios/Auditoria Geral - Tutoriais StayCloud e Conexões do Obsidian - 2026-07-28.md,relatório,17 - Viny Flow/01 - Agentes/Agente SEO Rank Math.md,agente,GENÉRICA,0.62,Agentes encontrados,sugerir revisão/limpeza,conexão entre áreas/projetos distintos (StayCloud -> Viny Flow),médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
06 - Relatórios/Auditoria Geral - Tutoriais StayCloud e Conexões do Obsidian - 2026-07-28.md,relatório,17 - Viny Flow/01 - Agentes/Agente WordPress.md,agente,GENÉRICA,0.62,Agentes encontrados,sugerir revisão/limpeza,conexão entre áreas/projetos distintos (StayCloud -> Viny Flow),médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
06 - Relatórios/Auditoria Geral - Tutoriais StayCloud e Conexões do Obsidian - 2026-07-28.md,relatório,17 - Viny Flow/01 - Agentes/Agente Segurança.md,agente,GENÉRICA,0.62,Agentes encontrados,sugerir revisão/limpeza,conexão entre áreas/projetos distintos (StayCloud -> Viny Flow),médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
06 - Relatórios/Auditoria Geral - Tutoriais StayCloud e Conexões do Obsidian - 2026-07-28.md,relatório,17 - Viny Flow/01 - Agentes/Agente Memoria e Checkpoint.md,checkpoint,HISTÓRICO OU RASTREABILIDADE,0.74,Agentes encontrados,sugerir revisão/limpeza,vínculo de sessão/checkpoint/histórico,médio,mover para seção de histórico,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
06 - Relatórios/Auditoria Geral - Tutoriais StayCloud e Conexões do Obsidian - 2026-07-28.md,relatório,17 - Viny Flow/01 - Agentes/Agente Auditor.md,agente,REDUNDANTE,0.95,Agentes encontrados,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
06 - Relatórios/Auditoria Geral - Tutoriais StayCloud e Conexões do Obsidian - 2026-07-28.md,relatório,17 - Viny Flow/03 - Comandos/Comandos Reutilizáveis.md,comando,GENÉRICA,0.62,Comandos encontrados,sugerir revisão/limpeza,conexão entre áreas/projetos distintos (StayCloud -> Viny Flow),médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
06 - Relatórios/Auditoria Geral - Tutoriais StayCloud e Conexões do Obsidian - 2026-07-28.md,relatório,17 - Viny Flow/02 - Workflows/Auditar Contexto.md,workflow,GENÉRICA,0.62,Workflows encontrados,sugerir revisão/limpeza,conexão entre áreas/projetos distintos (StayCloud -> Viny Flow),médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
06 - Relatórios/Auditoria Geral - Tutoriais StayCloud e Conexões do Obsidian - 2026-07-28.md,relatório,17 - Viny Flow/02 - Workflows/Auditar Governança do Viny Brain.md,workflow,GENÉRICA,0.62,Workflows encontrados,sugerir revisão/limpeza,conexão entre áreas/projetos distintos (StayCloud -> Viny Flow),médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
06 - Relatórios/Auditoria Geral - Tutoriais StayCloud e Conexões do Obsidian - 2026-07-28.md,relatório,"17 - Viny Flow/02 - Workflows/Auditar Skills, Agents e Workflows.md",workflow,GENÉRICA,0.62,Workflows encontrados,sugerir revisão/limpeza,conexão entre áreas/projetos distintos (StayCloud -> Viny Flow),médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
06 - Relatórios/Auditoria Geral - Tutoriais StayCloud e Conexões do Obsidian - 2026-07-28.md,relatório,17 - Viny Flow/02 - Workflows/Quality Gate - Validar Entrega.md,workflow,GENÉRICA,0.62,Workflows encontrados,sugerir revisão/limpeza,conexão entre áreas/projetos distintos (StayCloud -> Viny Flow),médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
